Practice ID,Practice Type,Driver ID,Event ID,Position,Time,Laps Completed
75,1,14.0,4,15,01:44.3,21
76,1,11.0,4,16,01:44.9,16
77,1,6.0,4,17,01:45.1,20
78,1,17.0,4,18,01:46.0,8
79,1,8.0,4,19,01:46.3,7
80,1,12.0,4,20,01:47.5,8
81,1,6.0,5,1,01:30.1,18
82,1,4.0,5,2,01:30.3,24
83,1,18.0,5,3,01:30.4,23
84,1,0.0,5,4,01:30.5,22
85,1,3.0,5,5,01:30.7,23
86,1,8.0,5,6,01:31.1,20
87,1,2.0,5,7,01:31.2,24
88,1,5.0,5,8,01:31.3,24
89,1,14.0,5,9,01:31.4,14
90,1,17.0,5,10,01:31.5,27
91,1,1.0,5,11,01:31.6,22
92,1,19.0,5,12,01:31.8,24
93,1,12.0,5,13,01:31.9,25
94,1,7.0,5,14,01:31.9,24
95,1,9.0,5,15,01:31.9,25
96,1,16.0,5,16,01:32.0,23
97,1,15.0,5,17,01:32.1,22
98,1,10.0,5,18,01:32.2,28
99,1,11.0,5,19,01:32.6,27
100,1,13.0,5,20,01:34.6,10
101,1,3.0,6,1,01:13.4,26
102,1,2.0,6,2,01:13.7,28
103,1,4.0,6,3,01:14.0,27
104,1,1.0,6,4,01:14.0,27
105,1,18.0,6,5,01:14.1,24
106,1,0.0,6,6,01:14.2,26
107,1,16.0,6,7,01:14.5,25
108,1,17.0,6,8,01:14.6,29
109,1,5.0,6,9,01:14.7,28
110,1,9.0,6,10,01:14.7,32
111,1,7.0,6,11,01:14.7,29
112,1,12.0,6,12,01:14.7,29
113,1,10.0,6,13,01:14.8,29
114,1,8.0,6,14,01:14.9,30
115,1,6.0,6,15,01:15.1,24
116,1,13.0,6,16,01:15.1,33
117,1,19.0,6,17,01:15.2,32
118,1,11.0,6,18,01:15.6,30
119,1,15.0,6,19,01:15.7,25
120,1,14.0,6,20,01:15.8,17
121,1,0.0,7,1,01:14.6,32
122,1,1.0,7,2,01:15.4,32
123,1,17.0,7,3,01:15.4,28
124,1,13.0,7,4,01:15.5,27
125,1,8.0,7,5,01:15.5,27
126,1,2.0,7,6,01:15.5,24
127,1,12.0,7,7,01:15.7,22
128,1,18.0,7,8,01:15.7,28
129,1,3.0,7,9,01:15.7,27
130,1,6.0,7,10,01:15.8,32
131,1,16.0,7,11,01:15.8,25
132,1,4.0,7,12,01:15.8,29
133,1,15.0,7,13,01:15.9,24
134,1,10.0,7,14,01:15.9,27
135,1,5.0,7,15,01:15.9,25
136,1,7.0,7,16,01:16.0,24
137,1,19.0,7,17,01:16.4,26
138,1,14.0,7,18,01:16.5,28
139,1,11.0,7,19,01:16.5,30
140,1,9.0,7,20,01:16.6,28
141,1,7.0,8,1,01:18.7,3
142,1,5.0,8,2,01:19.2,3
143,1,2.0,8,3,01:19.8,3
144,1,1.0,8,4,01:20.2,3
145,1,0.0,8,5,01:20.2,3
146,1,19.0,8,6,01:21.5,3
147,1,12.0,8,7,01:24.0,3
148,1,14.0,8,8,01:24.3,3
149,1,15.0,8,9,01:25.0,3
150,1,3.0,8,10,01:26.0,3
151,1,18.0,8,11,01:26.8,3
152,1,13.0,8,12,01:32.3,3
153,1,10.0,8,13,,2
154,1,16.0,8,14,,2
155,1,8.0,8,15,,1
156,1,9.0,8,16,,1
157,1,11.0,8,17,,2
158,1,0.0,9,1,01:05.7,30
159,1,3.0,9,2,01:06.0,32
160,1,18.0,9,3,01:06.0,33
161,1,4.0,9,4,01:06.3,34
162,1,1.0,9,5,01:06.3,32
163,1,5.0,9,6,01:06.3,29
164,1,12.0,9,7,01:06.5,27
165,1,2.0,9,8,01:06.7,31
166,1,6.0,9,9,01:06.7,28
167,1,15.0,9,10,01:06.8,33
168,1,9.0,9,11,01:06.8,23
169,1,19.0,9,12,01:06.8,36
170,1,14.0,9,13,01:06.8,30
171,1,7.0,9,14,01:06.8,33
172,1,10.0,9,15,01:07.0,34
173,1,13.0,9,16,01:07.0,36
174,1,11.0,9,17,01:07.0,25
175,1,17.0,9,18,01:07.2,30
176,1,8.0,9,19,01:07.3,28
177,1,16.0,9,20,01:07.4,20
178,1,0.0,10,1,01:28.6,26
179,1,1.0,10,2,01:29.0,22
180,1,9.0,10,3,01:29.1,22
181,1,2.0,10,4,01:29.3,21
182,1,18.0,10,5,01:29.3,25
183,1,17.0,10,6,01:29.3,23
184,1,3.0,10,7,01:29.4,25
185,1,16.0,10,8,01:29.4,25
186,1,5.0,10,9,01:29.5,26
187,1,19.0,10,10,01:29.7,16
188,1,13.0,10,11,01:29.7,26
189,1,4.0,10,12,01:29.8,23
190,1,8.0,10,13,01:29.8,24
191,1,6.0,10,14,01:29.9,28
192,1,7.0,10,15,01:30.1,22
193,1,10.0,10,16,01:30.1,28
194,1,11.0,10,17,01:30.1,24
195,1,15.0,10,18,01:30.3,20
196,1,12.0,10,19,01:30.4,21
197,1,14.0,10,20,01:30.6,22
198,1,6.0,11,1,01:38.8,13
199,1,19.0,11,2,01:39.2,14
200,1,5.0,11,3,01:40.0,10
201,1,16.0,11,4,01:40.3,13
202,1,2.0,11,5,01:40.7,8
203,1,7.0,11,6,01:41.0,14
204,1,18.0,11,7,01:41.1,11
205,1,15.0,11,8,01:41.4,9
206,1,11.0,11,9,01:41.4,15
207,1,14.0,11,10,01:42.7,12
208,1,12.0,11,11,01:42.9,14
209,1,10.0,11,12,01:45.6,7
210,1,9.0,11,13,01:47.4,10
211,1,20.0,11,14,,7
212,1,3.0,11,15,,6
213,1,1.0,11,16,,2
214,1,17.0,11,17,,4
215,1,8.0,11,18,,3
216,1,0.0,11,19,,4
217,1,4.0,11,20,,3
218,1,3.0,12,1,02:03.2,9
219,1,19.0,12,2,02:03.8,4
220,1,16.0,12,3,02:04.5,4
221,1,18.0,12,4,02:08.1,8
222,1,1.0,12,5,02:08.2,5
223,1,9.0,12,6,02:08.4,5
224,1,10.0,12,7,02:09.1,8
225,1,12.0,12,8,02:09.2,7
226,1,20.0,12,9,02:09.3,7
227,1,14.0,12,10,02:10.0,8
228,1,2.0,12,11,02:10.3,4
229,1,4.0,12,12,02:10.3,7
230,1,6.0,12,13,02:10.5,7
231,1,7.0,12,14,02:12.1,9
232,1,15.0,12,15,02:14.0,8
233,1,11.0,12,16,,4
234,1,5.0,12,17,,5
235,1,8.0,12,18,,2
236,1,17.0,12,19,,2
237,1,0.0,12,20,,2
238,1,0.0,13,1,01:11.9,31
239,1,2.0,13,2,01:12.1,22
240,1,4.0,13,3,01:12.2,24
241,1,1.0,13,4,01:12.3,27
242,1,9.0,13,5,01:12.4,25
243,1,16.0,13,6,01:12.5,22
244,1,11.0,13,7,01:12.6,30
245,1,19.0,13,8,01:12.7,21
246,1,10.0,13,9,01:12.7,21
247,1,17.0,13,10,01:12.8,29
248,1,6.0,13,11,01:12.8,23
249,1,8.0,13,12,01:12.9,30
250,1,20.0,13,13,01:13.0,26
251,1,12.0,13,14,01:13.3,30
252,1,7.0,13,15,01:13.4,30
253,1,18.0,13,16,01:13.5,26
254,1,15.0,13,17,01:13.8,20
255,1,14.0,13,18,01:14.0,13
256,1,22.0,13,19,01:14.8,25
257,1,5.0,13,20,,2
258,1,0.0,14,1,01:22.7,31
259,1,3.0,14,2,01:22.7,28
260,1,1.0,14,3,01:22.8,30
261,1,18.0,14,4,01:23.0,22
262,1,6.0,14,5,01:23.2,28
263,1,2.0,14,6,01:23.2,24
264,1,16.0,14,7,01:23.2,22
265,1,4.0,14,8,01:23.3,26
266,1,10.0,14,9,01:23.3,23
267,1,9.0,14,10,01:23.4,18
268,1,19.0,14,11,01:23.4,24
269,1,11.0,14,12,01:23.7,21
270,1,21.0,14,13,01:23.8,29
271,1,8.0,14,14,01:23.9,26
272,1,7.0,14,15,01:24.0,17
273,1,14.0,14,16,01:24.1,23
274,1,17.0,14,17,01:24.1,26
275,1,23.0,14,18,01:24.1,24
276,1,12.0,14,19,01:24.2,24
277,1,15.0,14,20,01:24.2,17
278,1,18.0,15,1,01:33.4,25
279,1,3.0,15,2,01:33.4,24
280,1,0.0,15,3,01:33.5,22
281,1,16.0,15,4,01:33.5,24
282,1,4.0,15,5,01:33.5,21
283,1,6.0,15,6,01:33.7,25
284,1,1.0,15,7,01:33.7,22
285,1,2.0,15,8,01:34.0,28
286,1,10.0,15,9,01:34.0,25
287,1,17.0,15,10,01:34.1,24
288,1,5.0,15,11,01:34.6,25
289,1,8.0,15,12,01:34.6,23
290,1,9.0,15,13,01:34.7,19
291,1,7.0,15,14,01:34.8,25
292,1,12.0,15,15,01:34.9,23
293,1,21.0,15,16,01:34.9,27
294,1,14.0,15,17,01:35.0,22
295,1,15.0,15,18,01:35.5,25
296,1,19.0,15,19,01:35.5,22
297,1,11.0,15,20,01:35.8,24
298,1,0.0,16,1,01:31.6,25
299,1,3.0,16,2,01:32.3,24
300,1,16.0,16,3,01:32.4,24
301,1,18.0,16,4,01:32.6,25
302,1,10.0,16,5,01:32.6,21
303,1,2.0,16,6,01:32.7,23
304,1,19.0,16,7,01:32.7,26
305,1,9.0,16,8,01:33.0,24
306,1,21.0,16,9,01:33.0,28
307,1,5.0,16,10,01:33.0,17
308,1,1.0,16,11,01:33.0,25
309,1,8.0,16,12,01:33.1,23
310,1,6.0,16,13,01:33.3,24
311,1,14.0,16,14,01:33.4,24
312,1,17.0,16,15,01:33.5,22
313,1,4.0,16,16,01:33.7,22
314,1,7.0,16,17,01:33.9,24
315,1,12.0,16,18,01:34.0,23
316,1,11.0,16,19,01:34.2,27
317,1,15.0,16,20,01:34.8,23
318,1,0.0,17,1,01:27.4,26
319,1,3.0,17,2,01:27.8,27
320,1,18.0,17,3,01:27.9,27
321,1,2.0,17,4,01:27.9,28
322,1,1.0,17,5,01:28.0,24
323,1,10.0,17,6,01:28.0,28
324,1,14.0,17,7,01:28.2,22
325,1,6.0,17,8,01:28.3,28
326,1,19.0,17,9,01:28.4,20
327,1,16.0,17,10,01:28.4,24
328,1,11.0,17,11,01:28.5,25
329,1,9.0,17,12,01:28.6,26
330,1,4.0,17,13,01:28.7,26
331,1,5.0,17,14,01:28.7,28
332,1,17.0,17,15,01:28.7,25
333,1,8.0,17,16,01:28.8,23
334,1,7.0,17,17,01:29.0,27
335,1,15.0,17,18,01:29.1,29
336,1,21.0,17,19,01:29.2,29
337,1,12.0,17,20,01:29.5,26
338,1,0.0,18,1,01:35.9,23
339,1,18.0,18,2,01:36.1,25
340,1,4.0,18,3,01:36.2,23
341,1,1.0,18,4,01:36.2,23
342,1,12.0,18,5,01:36.5,21
343,1,6.0,18,6,01:36.5,25
344,1,9.0,18,7,01:36.5,21
345,1,3.0,18,8,01:36.5,24
346,1,14.0,18,9,01:36.7,21
347,1,8.0,18,10,01:36.7,22
348,1,11.0,18,11,01:37.0,26
349,1,17.0,18,12,01:37.1,22
350,1,10.0,18,13,01:37.1,25
351,1,20.0,18,14,01:37.2,24
352,1,16.0,18,15,01:37.3,21
353,1,15.0,18,16,01:37.4,25
354,1,7.0,18,17,01:37.5,24
355,1,2.0,18,18,01:37.8,19
356,1,19.0,18,19,01:38.4,22
357,1,5.0,18,20,01:39.9,5
358,1,0.0,19,1,01:19.7,29
359,1,9.0,19,2,01:19.8,31
360,1,1.0,19,3,01:20.0,28
361,1,16.0,19,4,01:20.2,30
362,1,18.0,19,5,01:20.3,30
363,1,19.0,19,6,01:20.5,32
364,1,3.0,19,7,01:20.5,23
365,1,20.0,19,8,01:20.6,30
366,1,17.0,19,9,01:20.7,26
367,1,5.0,19,10,01:20.7,26
368,1,4.0,19,11,01:20.7,25
369,1,14.0,19,12,01:21.0,29
370,1,15.0,19,13,01:21.1,27
371,1,11.0,19,14,01:21.2,30
372,1,24.0,19,15,01:21.3,31
373,1,2.0,19,16,01:21.3,17
374,1,25.0,19,17,01:21.9,25
375,1,26.0,19,18,01:22.1,25
376,1,27.0,19,19,01:22.9,26
377,1,28.0,19,20,,4
378,1,3.0,20,1,01:11.7,30
379,1,18.0,20,2,01:11.8,32
380,1,6.0,20,3,01:11.9,31
381,1,14.0,20,4,01:11.9,19
382,1,9.0,20,5,01:12.0,28
383,1,5.0,20,6,01:12.1,26
384,1,8.0,20,7,01:12.2,31
385,1,15.0,20,8,01:12.5,27
386,1,11.0,20,9,01:12.6,30
387,1,12.0,20,10,01:12.6,24
388,1,2.0,20,11,01:12.6,28
389,1,4.0,20,12,01:12.6,30
390,1,10.0,20,13,01:12.7,29
391,1,20.0,20,14,01:12.8,27
392,1,17.0,20,15,01:12.8,30
393,1,0.0,20,16,01:12.8,30
394,1,7.0,20,17,01:13.0,31
395,1,1.0,20,18,01:13.1,31
396,1,16.0,20,19,01:13.6,25
397,1,19.0,20,20,01:13.8,28
398,1,6.0,21,1,01:30.1,18
399,1,4.0,21,2,01:30.3,24
400,1,18.0,21,3,01:30.4,23
401,1,0.0,21,4,01:30.5,22
402,1,3.0,21,5,01:30.7,23
403,1,8.0,21,6,01:31.1,20
404,1,2.0,21,7,01:31.2,24
405,1,,21,8,01:31.3,24
406,1,14.0,21,9,01:31.4,14
407,1,,21,10,01:31.5,27
408,1,1.0,21,11,01:31.6,22
409,1,19.0,21,12,01:31.8,24
410,1,12.0,21,13,01:31.9,25
411,1,7.0,21,14,01:31.9,24
412,1,9.0,21,15,01:31.9,25
413,1,16.0,21,16,01:32.0,23
414,1,15.0,21,17,01:32.1,22
415,1,10.0,21,18,01:32.2,28
416,1,,21,19,01:32.6,27
417,1,20.0,21,20,01:34.6,10
418,2,2.0,1,1,01:30.9,25
419,2,0.0,1,2,01:31.1,24
420,2,1.0,1,3,01:31.1,26
421,2,18.0,1,4,01:31.4,26
422,2,14.0,1,5,01:31.4,25
423,2,5.0,1,6,01:31.5,28
424,2,8.0,1,7,01:31.5,24
425,2,4.0,1,8,01:31.5,27
426,2,16.0,1,9,01:31.6,27
427,2,15.0,1,10,01:31.6,27
428,2,17.0,1,11,01:31.6,25
429,2,7.0,1,12,01:31.8,28
430,2,6.0,1,13,01:31.9,25
431,2,3.0,1,14,01:32.0,28
432,2,19.0,1,15,01:32.0,27
433,2,12.0,1,16,01:32.1,18
434,2,9.0,1,17,01:32.4,28
435,2,10.0,1,18,01:32.5,27
436,2,13.0,1,19,01:32.6,28
437,2,11.0,1,20,01:32.7,29
438,2,0.0,2,1,01:29.6,29
439,2,2.0,2,2,01:29.8,26
440,2,1.0,2,3,01:29.9,26
441,2,17.0,2,4,01:30.0,27
442,2,6.0,2,5,01:30.1,27
443,2,8.0,2,6,01:30.1,28
444,2,5.0,2,7,01:30.1,27
445,2,14.0,2,8,01:30.2,27
446,2,18.0,2,9,01:30.3,28
447,2,3.0,2,10,01:30.6,29
448,2,4.0,2,11,01:30.6,27
449,2,16.0,2,12,01:30.7,27
450,2,10.0,2,13,01:30.8,30
451,2,9.0,2,14,01:30.8,27
452,2,12.0,2,15,01:30.8,25
453,2,15.0,2,16,01:30.8,27
454,2,13.0,2,17,01:30.9,29
455,2,11.0,2,18,01:31.0,30
456,2,19.0,2,19,01:31.0,26
457,2,7.0,2,20,01:31.1,30
458,2,2.0,3,1,01:18.9,13
459,2,18.0,3,2,01:19.3,10
460,2,0.0,3,3,01:19.5,12
461,2,6.0,3,4,01:19.7,20
462,2,3.0,3,5,01:19.7,12
463,2,17.0,3,6,01:19.7,12
464,2,1.0,3,7,01:20.1,15
465,2,16.0,3,8,01:20.2,20
466,2,14.0,3,9,01:20.2,19
467,2,8.0,3,10,01:20.2,12
468,2,10.0,3,11,01:20.2,18
469,2,7.0,3,12,01:20.3,22
470,2,4.0,3,13,01:20.3,17
471,2,19.0,3,14,01:20.4,24
472,2,15.0,3,15,01:20.5,22
473,2,5.0,3,16,01:20.6,15
474,2,13.0,3,17,01:20.6,8
475,2,9.0,3,18,01:21.2,18
476,2,12.0,3,19,01:21.3,18
477,2,0.0,5,1,01:27.9,23
478,2,3.0,5,2,01:28.3,26
479,2,18.0,5,3,01:28.4,20
480,2,1.0,5,4,01:28.4,24
481,2,2.0,5,5,01:28.7,25
482,2,16.0,5,6,01:28.7,24
483,2,4.0,5,7,01:28.9,23
484,2,5.0,5,8,01:28.9,23
485,2,17.0,5,9,01:28.9,25
486,2,9.0,5,10,01:29.0,26
487,2,8.0,5,11,01:29.1,22
488,2,12.0,5,12,01:29.2,22
489,2,15.0,5,13,01:29.2,27
490,2,7.0,5,14,01:29.2,26
491,2,6.0,5,15,01:29.2,21
492,2,19.0,5,16,01:29.3,24
493,2,14.0,5,17,01:29.4,22
494,2,10.0,5,18,01:29.6,25
495,2,13.0,5,19,01:29.9,25
496,2,11.0,5,20,01:30.0,27
497,2,0.0,6,1,01:12.5,30
498,2,18.0,6,2,01:12.5,33
499,2,3.0,6,3,01:12.6,22
500,2,2.0,6,4,01:12.7,32
501,2,16.0,6,5,01:12.9,18
502,2,4.0,6,6,01:13.0,29
503,2,1.0,6,7,01:13.0,30
504,2,7.0,6,8,01:13.0,33
505,2,8.0,6,9,01:13.1,28
506,2,17.0,6,10,01:13.2,30
507,2,5.0,6,11,01:13.2,31
508,2,6.0,6,12,01:13.2,32
509,2,15.0,6,13,01:13.4,32
510,2,12.0,6,14,01:13.5,28
511,2,14.0,6,15,01:13.5,33
512,2,10.0,6,16,01:13.6,22
513,2,13.0,6,17,01:13.7,34
514,2,19.0,6,18,01:13.7,30
515,2,9.0,6,19,01:14.2,10
516,2,11.0,6,20,01:14.2,33
517,2,0.0,7,1,01:13.9,34
518,2,2.0,7,2,01:14.1,30
519,2,14.0,7,3,01:14.2,31
520,2,1.0,7,4,01:14.2,30
521,2,17.0,7,5,01:14.2,30
522,2,18.0,7,6,01:14.2,32
523,2,3.0,7,7,01:14.3,32
524,2,6.0,7,8,01:14.4,31
525,2,7.0,7,9,01:14.4,32
526,2,8.0,7,10,01:14.5,29
527,2,4.0,7,11,01:14.5,31
528,2,19.0,7,12,01:14.6,30
529,2,15.0,7,13,01:14.6,29
530,2,16.0,7,14,01:14.7,30
531,2,12.0,7,15,01:14.7,24
532,2,13.0,7,16,01:14.8,33
533,2,10.0,7,17,01:14.8,34
534,2,5.0,7,18,01:15.0,31
535,2,9.0,7,19,01:15.1,32
536,2,11.0,7,20,01:15.4,33
537,2,4.0,8,1,01:13.7,30
538,2,6.0,8,2,01:13.7,31
539,2,3.0,8,3,01:13.8,39
540,2,2.0,8,4,01:14.0,38
541,2,18.0,8,5,01:14.1,38
542,2,0.0,8,6,01:14.1,34
543,2,7.0,8,7,01:14.2,40
544,2,1.0,8,8,01:14.2,29
545,2,5.0,8,9,01:14.4,31
546,2,8.0,8,10,01:14.5,39
547,2,19.0,8,11,01:14.5,38
548,2,12.0,8,12,01:14.5,36
549,2,16.0,8,13,01:14.6,40
550,2,15.0,8,14,01:14.8,37
551,2,10.0,8,15,01:14.9,43
552,2,13.0,8,16,01:15.0,38
553,2,9.0,8,17,01:15.0,33
554,2,17.0,8,18,01:15.1,17
555,2,11.0,8,19,01:15.4,38
556,2,14.0,8,20,01:16.4,11
557,2,0.0,10,1,01:28.1,27
558,2,3.0,10,2,01:28.1,29
559,2,9.0,10,3,01:28.3,30
560,2,1.0,10,4,01:28.3,30
561,2,11.0,10,5,01:28.8,29
562,2,5.0,10,6,01:28.9,30
563,2,14.0,10,7,01:28.9,28
564,2,8.0,10,8,01:28.9,27
565,2,19.0,10,9,01:28.9,29
566,2,2.0,10,10,01:29.1,26
567,2,15.0,10,11,01:29.2,28
568,2,6.0,10,12,01:29.2,25
569,2,17.0,10,13,01:29.2,24
570,2,16.0,10,14,01:29.3,24
571,2,4.0,10,15,01:29.3,24
572,2,7.0,10,16,01:29.4,28
573,2,12.0,10,17,01:29.4,20
574,2,10.0,10,18,01:29.5,25
575,2,13.0,10,19,01:29.6,29
576,2,18.0,11,1,01:17.7,20
577,2,16.0,11,2,01:17.7,30
578,2,8.0,11,3,01:17.9,26
579,2,10.0,11,4,01:17.9,31
580,2,17.0,11,5,01:18.0,30
581,2,14.0,11,6,01:18.1,29
582,2,7.0,11,7,01:18.1,29
583,2,2.0,11,8,01:18.1,32
584,2,15.0,11,9,01:18.1,31
585,2,3.0,11,10,01:18.2,20
586,2,0.0,11,11,01:18.3,18
587,2,5.0,11,12,01:18.3,33
588,2,9.0,11,13,01:18.4,32
589,2,20.0,11,14,01:18.4,30
590,2,12.0,11,15,01:18.5,27
591,2,4.0,11,16,01:18.7,28
592,2,11.0,11,17,01:18.8,30
593,2,1.0,11,18,01:19.0,14
594,2,19.0,11,19,01:19.1,18
595,2,6.0,11,20,01:19.2,23
596,2,16.0,13,1,01:11.3,30
597,2,0.0,13,2,01:11.4,26
598,2,9.0,13,3,01:11.6,31
599,2,4.0,13,4,01:11.6,27
600,2,10.0,13,5,01:11.7,31
601,2,8.0,13,6,01:11.8,30
602,2,1.0,13,7,01:11.8,29
603,2,5.0,13,8,01:11.8,31
604,2,7.0,13,9,01:11.9,31
605,2,2.0,13,10,01:11.9,31
606,2,18.0,13,11,01:11.9,30
607,2,11.0,13,12,01:11.9,32
608,2,17.0,13,13,01:12.0,30
609,2,6.0,13,14,01:12.0,28
610,2,15.0,13,15,01:12.1,30
611,2,3.0,13,16,01:12.1,31
612,2,12.0,13,17,01:12.4,28
613,2,14.0,13,18,01:12.7,31
614,2,19.0,13,19,01:12.9,6
615,2,20.0,13,20,01:13.1,7
616,2,3.0,14,1,01:21.4,23
617,2,16.0,14,2,01:21.4,20
618,2,1.0,14,3,01:21.5,17
619,2,19.0,14,4,01:21.5,21
620,2,0.0,14,5,01:21.6,20
621,2,18.0,14,6,01:21.7,23
622,2,9.0,14,7,01:22.0,19
623,2,2.0,14,8,01:22.1,16
624,2,6.0,14,9,01:22.2,20
625,2,14.0,14,10,01:22.3,19
626,2,12.0,14,11,01:22.6,21
627,2,7.0,14,12,01:22.6,19
628,2,8.0,14,13,01:22.7,22
629,2,10.0,14,14,01:22.7,23
630,2,17.0,14,15,01:22.7,22
631,2,11.0,14,16,01:22.8,24
632,2,4.0,14,17,01:22.8,23
633,2,21.0,14,18,01:23.2,23
634,2,15.0,14,19,01:23.3,20
635,2,5.0,14,20,,2
636,2,3.0,15,1,01:32.1,26
637,2,18.0,15,2,01:32.1,27
638,2,6.0,15,3,01:32.4,25
639,2,2.0,15,4,01:32.5,25
640,2,4.0,15,5,01:32.6,23
641,2,16.0,15,6,01:32.7,23
642,2,1.0,15,7,01:32.8,23
643,2,0.0,15,8,01:32.9,23
644,2,12.0,15,9,01:33.0,25
645,2,7.0,15,10,01:33.1,24
646,2,14.0,15,11,01:33.1,22
647,2,21.0,15,12,01:33.3,27
648,2,17.0,15,13,01:33.4,25
649,2,5.0,15,14,01:33.4,25
650,2,19.0,15,15,01:33.5,23
651,2,10.0,15,16,01:33.5,27
652,2,15.0,15,17,01:33.6,25
653,2,8.0,15,18,01:33.8,24
654,2,11.0,15,19,01:34.3,28
655,2,9.0,15,20,01:35.6,5
656,2,0.0,16,1,01:30.7,19
657,2,18.0,16,2,01:31.0,23
658,2,16.0,16,3,01:31.2,22
659,2,3.0,16,4,01:31.2,22
660,2,6.0,16,5,01:31.3,22
661,2,2.0,16,6,01:31.5,22
662,2,9.0,16,7,01:31.6,23
663,2,19.0,16,8,01:31.7,22
664,2,1.0,16,9,01:31.7,24
665,2,7.0,16,10,01:31.7,22
666,2,5.0,16,11,01:31.8,22
667,2,17.0,16,12,01:31.8,22
668,2,14.0,16,13,01:31.8,24
669,2,4.0,16,14,01:31.8,21
670,2,21.0,16,15,01:32.1,23
671,2,15.0,16,16,01:32.2,16
672,2,12.0,16,17,01:32.2,23
673,2,10.0,16,18,01:32.2,26
674,2,8.0,16,19,01:32.2,22
675,2,11.0,16,20,01:32.3,25
676,2,0.0,19,1,01:18.7,26
677,2,16.0,19,2,01:18.8,31
678,2,18.0,19,3,01:19.0,33
679,2,7.0,19,4,01:19.0,33
680,2,1.0,19,5,01:19.0,29
681,2,20.0,19,6,01:19.0,31
682,2,4.0,19,7,01:19.0,30
683,2,17.0,19,8,01:19.1,29
684,2,19.0,19,9,01:19.2,31
685,2,6.0,19,10,01:19.2,31
686,2,3.0,19,11,01:19.3,34
687,2,10.0,19,12,01:19.3,34
688,2,15.0,19,13,01:19.4,27
689,2,9.0,19,14,01:19.4,23
690,2,14.0,19,15,01:19.5,29
691,2,8.0,19,16,01:19.6,29
692,2,11.0,19,17,01:19.9,26
693,2,5.0,19,18,01:20.1,17
694,2,12.0,19,19,01:20.1,30
695,2,2.0,19,20,01:20.4,30
696,2,0.0,21,1,01:27.9,23
697,2,3.0,21,2,01:28.3,26
698,2,18.0,21,3,01:28.4,20
699,2,1.0,21,4,01:28.4,24
700,2,2.0,21,5,01:28.7,25
701,2,16.0,21,6,01:28.7,24
