Qualifying ID,Qualifying Type,Driver ID,Event ID,Position,Laps Completed,Q1,Q2,Q3
66,1,2,4,6,23,1:41.720,1:41.370,1:41.253
67,1,16,4,7,20,1:42.154,1:41.485,1:41.281
68,1,10,4,8,23,1:42.234,1:41.569,1:41.581
69,1,5,4,9,23,1:42.524,1:41.576,1:41.611
70,1,19,4,10,24,1:42.455,1:41.636,1:41.611
71,1,6,4,11,18,1:42.073,1:41.654,
72,1,17,4,12,19,1:42.622,1:41.798,
73,1,9,4,13,19,1:42.171,1:41.818,
74,1,7,4,14,19,1:42.582,1:42.259,
75,1,11,4,15,19,1:42.242,1:42.395,
76,1,15,4,16,11,1:42.642,,
77,1,14,4,17,10,1:42.755,,
78,1,12,4,18,9,1:43.417,,
79,1,8,4,19,6,1:44.853,,
80,1,13,4,20,3,1:55.282,,
81,1,1,5,1,20,1:27.713,1:27.328,1:26.841
82,1,2,5,2,19,1:28.179,1:27.097,1:27.202
83,1,3,5,3,18,1:27.686,1:27.148,1:27.349
84,1,12,5,4,19,1:27.809,1:27.673,1:27.767
85,1,8,5,5,20,1:28.061,1:27.612,1:27.786
86,1,6,5,6,20,1:28.086,1:27.743,1:27.804
87,1,18,5,7,19,1:27.713,1:26.964,1:27.861
88,1,17,5,8,20,1:27.872,1:27.444,1:27.935
89,1,0,5,9,15,1:27.363,1:26.814,DNF
90,1,7,5,10,15,1:27.864,1:27.564,DNS
91,1,9,5,11,15,1:28.234,1:27.795,
92,1,14,5,12,15,1:27.945,1:27.903,
93,1,4,5,13,15,1:27.846,1:27.975,
94,1,15,5,14,17,1:28.180,1:28.091,
95,1,13,5,15,16,1:28.325,1:28.395,
96,1,16,5,16,8,1:28.394,,
97,1,10,5,17,10,1:28.429,,
98,1,5,5,18,8,1:28.476,,
99,1,19,5,19,9,1:28.484,,
100,1,11,5,20,10,1:28.577,,
101,1,0,6,1,30,1:12.386,1:11.908,1:11.365
102,1,2,6,2,25,1:12.886,1:12.107,1:11.449
103,1,18,6,3,26,1:12.912,1:12.103,1:11.471
104,1,17,6,4,26,1:12.967,1:12.248,1:11.553
105,1,3,6,5,28,1:12.717,1:12.210,1:11.630
106,1,4,6,6,30,1:12.872,1:12.156,1:11.725
107,1,8,6,7,25,1:13.033,1:12.169,1:11.933
108,1,6,6,8,29,1:12.769,1:12.151,1:11.964
109,1,10,6,9,29,1:12.642,1:12.249,1:12.082
110,1,16,6,10,23,1:12.877,1:12.377,1:12.254
111,1,19,6,11,22,1:13.006,1:12.395,
112,1,13,6,12,20,1:13.054,1:12.428,
113,1,9,6,13,19,1:12.706,1:12.527,
114,1,5,6,14,19,1:12.722,1:12.623,
115,1,7,6,15,22,1:13.038,1:12.625,
116,1,11,6,16,13,1:13.113,,
117,1,12,6,17,9,1:13.270,,
118,1,14,6,18,8,1:13.279,,
119,1,15,6,19,13,1:13.523,,
120,1,1,6,20,4,1:13.850,,
121,1,0,7,1,20,1:13.615,1:12.760,1:12.272
122,1,3,7,2,22,1:13.411,1:12.790,1:12.734
123,1,16,7,3,22,1:13.295,1:12.776,1:12.792
124,1,8,7,4,21,1:13.471,1:13.186,1:12.816
125,1,4,7,5,23,1:12.937,1:12.999,1:12.818
126,1,5,7,6,23,1:13.766,1:13.082,1:12.994
127,1,17,7,7,21,1:13.433,1:13.001,1:13.083
128,1,14,7,8,18,1:13.420,1:13.283,1:13.229
129,1,2,7,9,18,1:13.747,1:13.098,1:13.507
130,1,19,7,10,20,1:13.691,1:13.059,1:13.682
131,1,1,7,11,17,1:13.874,1:13.334,
132,1,6,7,12,18,1:13.326,1:13.447,
133,1,15,7,13,16,1:13.677,1:13.521,
134,1,13,7,14,16,1:13.581,1:14.083,
135,1,10,7,15,19,1:13.862,1:14.477,
136,1,7,7,16,10,1:13.977,,
137,1,12,7,17,9,1:14.042,,
138,1,9,7,18,8,1:14.063,,
139,1,18,7,19,10,1:14.079,,
140,1,11,7,20,6,1:14.699,,
141,1,0,8,1,26,1:20.851,1:19.092,1:25.858
142,1,14,8,2,25,1:22.730,1:20.305,1:27.102
143,1,2,8,3,25,1:21.481,1:19.776,1:27.286
144,1,4,8,4,26,1:21.554,1:20.426,1:27.627
145,1,6,8,5,25,1:21.798,1:20.098,1:27.893
146,1,17,8,6,25,1:22.114,1:20.406,1:27.945
147,1,16,8,7,26,1:21.998,1:19.347,1:28.046
148,1,3,8,8,26,1:22.248,1:19.856,1:29.294
149,1,19,8,9,24,1:22.190,1:19.659,1:31.349
150,1,9,8,10,24,1:21.938,1:18.725,DNF
151,1,18,8,11,22,1:21.843,1:20.615,
152,1,1,8,12,23,1:22.151,1:20.959,
153,1,5,8,13,20,1:22.677,1:21.484,
154,1,12,8,14,21,1:22.351,1:21.678,
155,1,7,8,15,24,1:22.332,1:21.821,
156,1,10,8,16,11,1:22.746,,
157,1,8,8,17,11,1:22.886,,
158,1,13,8,18,12,1:23.137,,
159,1,11,8,19,14,1:23.337,,
160,1,15,8,20,11,1:23.342,,
161,1,0,9,1,24,1:05.116,1:04.951,1:04.391
162,1,18,9,2,26,1:05.577,1:05.087,1:04.439
163,1,3,9,3,25,1:05.339,1:04.975,1:04.581
164,1,16,9,4,23,1:05.617,1:05.038,1:04.658
165,1,4,9,5,25,1:05.673,1:05.188,1:04.819
166,1,5,9,6,25,1:05.710,1:05.121,1:04.893
167,1,2,9,7,27,1:05.655,1:05.181,1:04.911
168,1,14,9,8,24,1:05.740,1:05.362,1:05.090
169,1,8,9,9,21,1:05.515,1:05.308,1:05.170
170,1,9,9,10,21,1:05.673,1:05.387,1:05.823
171,1,6,9,11,21,1:05.686,1:05.428,
172,1,17,9,12,15,1:05.729,1:05.453,
173,1,19,9,13,19,1:05.683,1:05.605,
174,1,7,9,14,14,1:05.763,1:05.680,
175,1,1,9,15,19,1:05.177,2:06.688,
176,1,10,9,16,10,1:05.784,,
177,1,15,9,17,9,1:05.818,,
178,1,11,9,18,9,1:05.948,,
179,1,12,9,19,10,1:05.971,,
180,1,13,9,20,10,1:05.974,,
181,1,0,10,1,26,1:29.428,1:27.702,1:26.720
182,1,16,10,2,26,1:28.917,1:28.042,1:26.961
183,1,19,10,3,26,1:29.874,1:27.845,1:27.092
184,1,18,10,4,25,1:29.143,1:28.361,1:27.136
185,1,3,10,5,26,1:29.865,1:28.265,1:27.148
186,1,6,10,6,24,1:29.412,1:28.782,1:27.155
187,1,4,10,7,25,1:29.415,1:28.545,1:27.211
188,1,9,10,8,25,1:29.466,1:28.067,1:27.530
189,1,2,10,9,24,1:29.949,1:28.368,1:27.659
190,1,8,10,10,24,1:29.533,1:28.751,1:27.689
191,1,14,10,11,17,1:29.603,1:28.896,
192,1,5,10,12,19,1:29.448,1:28.935,
193,1,17,10,13,18,1:29.700,1:28.956,
194,1,11,10,14,19,1:29.873,1:29.031,
195,1,7,10,15,11,1:29.798,,
196,1,1,10,16,11,1:29.968,,
197,1,10,10,17,11,1:30.025,,
198,1,15,10,18,11,1:30.123,,
199,1,13,10,19,11,1:30.513,,
200,1,12,10,20,7,1:32.378,,
201,1,4,11,1,20,1:18.577,1:17.427,1:16.609
202,1,0,11,2,21,1:18.318,1:17.547,1:16.612
203,1,16,11,3,20,1:18.697,1:17.328,1:16.694
204,1,19,11,4,20,1:18.464,1:17.571,1:16.905
205,1,15,11,5,22,1:18.143,1:17.700,1:16.971
206,1,18,11,6,21,1:18.440,1:17.580,1:16.992
207,1,7,11,7,20,1:18.775,1:17.563,1:17.034
208,1,2,11,8,21,1:18.580,1:17.701,1:17.035
209,1,1,11,9,23,1:18.360,1:17.675,1:17.045
210,1,14,11,10,20,1:18.695,1:17.652,1:17.186
211,1,3,11,11,15,1:18.393,1:17.703,
212,1,17,11,12,16,1:18.854,1:17.841,
213,1,20,11,13,15,1:18.906,1:18.002,
214,1,5,11,14,18,1:18.782,1:18.144,
215,1,8,11,15,16,1:18.743,1:18.217,
216,1,9,11,16,8,1:18.917,,
217,1,10,11,17,9,1:18.919,,
218,1,6,11,18,9,1:19.027,,
219,1,12,11,19,8,1:19.206,,
220,1,11,11,20,8,1:19.248,,
221,1,0,12,1,22,1:58.515,1:52.784,1:46.168
222,1,18,12,2,23,1:58.300,1:52.017,1:46.988
223,1,1,12,3,22,1:58.899,1:52.353,1:47.045
224,1,4,12,4,24,1:58.563,1:52.345,1:47.087
225,1,3,12,5,23,1:58.688,1:51.711,1:47.152
226,1,19,12,6,23,1:58.872,1:51.534,1:47.365
227,1,16,12,7,21,1:59.981,1:52.252,1:47.669
228,1,6,12,8,24,1:59.035,1:52.605,1:47.805
229,1,2,12,9,22,1:58.834,1:52.751,1:47.843
230,1,5,12,10,22,1:59.663,1:52.193,1:48.841
231,1,10,12,11,15,1:59.044,1:53.148,
232,1,8,12,12,17,1:59.511,1:53.671,
233,1,12,12,13,17,2:00.020,1:54.160,
234,1,7,12,14,17,1:59.484,1:54.694,
235,1,17,12,15,13,1:59.634,1:56.372,
236,1,9,12,16,8,2:00.314,,
237,1,15,12,17,9,2:00.832,,
238,1,11,12,18,6,2:01.535,,
239,1,20,12,19,8,2:02.159,,
240,1,14,12,20,5,2:03.166,,
241,1,0,13,1,31,1:20.965,1:18.856,1:10.567
242,1,16,13,2,30,1:21.276,1:19.769,1:11.104
243,1,6,13,3,32,1:21.345,1:19.620,1:11.294
244,1,9,13,4,32,1:20.939,1:19.399,1:11.419
245,1,2,13,5,30,1:21.840,1:19.429,1:11.506
246,1,3,13,6,32,1:21.321,1:19.929,1:11.754
247,1,1,13,7,33,1:21.972,1:19.856,1:11.880
248,1,19,13,8,31,1:21.231,1:19.392,1:11.938
249,1,18,13,9,27,1:22.019,1:19.600,1:12.665
250,1,11,13,10,27,1:22.036,1:20.067,1:16.748
251,1,5,13,11,22,1:21.570,1:20.121,
252,1,8,13,12,21,1:21.735,1:20.128,
253,1,4,13,13,23,1:21.919,1:20.151,
254,1,10,13,14,22,1:21.781,1:20.230,
255,1,14,13,15,20,1:21.891,1:20.250,
256,1,15,13,16,12,1:22.067,,
257,1,17,13,17,12,1:22.110,,
258,1,12,13,18,11,1:22.192,,
259,1,7,13,19,12,1:22.260,,
260,1,21,13,20,12,1:23.420,,
261,1,3,14,1,20,1:21.965,1:20.991,1:20.294
262,1,0,14,2,21,1:21.573,1:20.937,1:20.307
263,1,18,14,3,21,1:21.788,1:20.977,1:20.361
264,1,6,14,4,21,1:22.148,1:21.382,1:20.671
265,1,1,14,5,21,1:21.911,1:21.240,1:20.688
266,1,9,14,6,21,1:21.661,1:21.272,1:20.760
267,1,19,14,7,24,1:22.106,1:21.527,1:20.785
268,1,4,14,8,21,1:21.977,1:21.369,1:20.820
269,1,16,14,9,23,1:21.995,1:21.581,1:20.979
270,1,2,14,10,19,1:22.043,1:21.543,1:21.417
271,1,10,14,11,15,1:21.852,1:21.594,
272,1,21,14,12,15,1:22.112,1:21.758,
273,1,14,14,13,16,1:22.343,1:21.776,
274,1,7,14,14,14,1:22.249,1:21.940,
275,1,11,14,15,15,1:21.930,1:21.944,
276,1,15,14,16,8,1:22.390,,
277,1,8,14,17,7,1:22.545,,
278,1,17,14,18,8,1:22.548,,
279,1,12,14,19,8,1:22.592,,
280,1,5,14,20,9,1:22.860,,
281,1,3,15,1,20,1:32.339,1:31.439,1:30.984
282,1,6,15,2,17,1:32.331,1:31.743,1:31.056
283,1,18,15,3,21,1:32.406,1:32.012,1:31.063
284,1,16,15,4,20,1:32.483,1:31.951,1:31.270
285,1,4,15,5,16,1:32.651,1:32.019,1:31.485
286,1,12,15,6,21,1:32.242,1:31.892,1:31.575
287,1,2,15,7,17,1:32.584,1:31.835,1:31.615
288,1,17,15,8,18,1:32.369,1:32.089,1:31.673
289,1,14,15,9,21,1:32.100,1:31.994,1:31.808
290,1,21,15,10,21,1:32.215,1:32.166,1:32.268
291,1,0,15,11,14,1:32.398,1:32.173,
292,1,8,15,12,12,1:32.452,1:32.274,
293,1,1,15,13,13,1:32.099,1:32.310,
294,1,9,15,14,12,1:32.668,1:33.719,
295,1,10,15,15,10,1:31.991,DNF,
296,1,7,15,16,9,1:32.809,,
297,1,19,15,17,9,1:32.902,,
298,1,11,15,18,9,1:33.252,,
299,1,15,15,19,9,1:33.258,,
300,1,5,15,20,8,1:33.397,,
301,1,0,16,1,12,1:29.878,1:29.964,1:28.877
302,1,19,16,2,14,1:30.439,1:30.122,1:29.458
303,1,16,16,3,12,1:30.063,1:30.296,1:29.493
304,1,18,16,4,14,1:30.393,1:29.940,1:29.542
305,1,1,16,5,18,1:30.652,1:29.965,1:29.650
306,1,3,16,6,14,1:30.651,1:30.067,1:29.850
307,1,4,16,7,18,1:30.811,1:30.040,1:29.908
308,1,6,16,8,15,1:30.811,1:30.268,1:30.219
309,1,10,16,9,18,1:30.733,1:30.204,1:30.303
310,1,2,16,10,15,1:30.971,1:30.465,1:30.560
311,1,21,16,11,16,1:30.425,1:30.508,
312,1,8,16,12,12,1:30.843,1:30.509,
313,1,9,16,13,12,1:30.941,1:30.537,
314,1,17,16,14,12,1:30.960,1:30.586,
315,1,12,16,15,9,1:30.976,1:30.665,
316,1,7,16,16,5,1:31.049,,
317,1,5,16,17,7,1:31.181,,
318,1,14,16,18,6,1:31.299,,
319,1,15,16,19,6,1:31.398,,
320,1,11,16,20,2,DNF,,
321,1,0,17,1,19,1:25.007,1:24.483,1:23.778
322,1,6,17,2,21,1:25.334,1:24.827,1:24.219
323,1,4,17,3,20,1:26.076,1:24.381,1:24.305
324,1,2,17,4,21,1:25.223,1:25.241,1:24.369
325,1,18,17,5,26,1:25.452,1:25.079,1:24.424
326,1,19,17,6,23,1:25.266,1:24.724,1:24.540
327,1,8,17,7,23,1:25.566,1:24.918,1:24.553
328,1,17,17,8,24,1:25.711,1:24.928,1:24.763
329,1,7,17,9,21,1:26.038,1:25.297,1:25.058
330,1,16,17,10,21,1:25.131,1:24.685,DNF
331,1,10,17,11,16,1:26.058,1:25.301,
332,1,3,17,12,18,1:25.808,1:25.328,
333,1,1,17,13,16,1:25.991,1:25.462,
334,1,9,17,14,15,1:26.118,1:25.707,
335,1,14,17,15,12,1:25.904,1:25.783,
336,1,11,17,16,10,1:26.210,,
337,1,5,17,17,10,1:26.345,,
338,1,21,17,18,10,1:26.635,,
339,1,12,17,19,9,1:27.046,,
340,1,15,17,20,9,1:27.432,,
341,1,18,18,1,21,1:36.061,1:35.004,1:34.723
342,1,16,18,2,20,1:35.110,1:35.441,1:34.853
343,1,4,18,3,18,1:35.091,1:35.240,1:34.862
344,1,3,18,4,18,1:35.824,1:35.302,1:34.945
345,1,6,18,5,18,1:36.165,1:35.606,1:35.079
346,1,0,18,6,18,1:35.346,1:35.008,1:35.081
347,1,8,18,7,19,1:36.158,1:35.496,1:35.089
348,1,17,18,8,21,1:36.131,1:35.413,1:35.154
349,1,1,18,9,17,1:35.989,1:35.679,1:35.173
350,1,19,18,10,20,1:36.064,1:35.576,1:35.467
351,1,10,18,11,12,1:35.913,1:35.697,
352,1,15,18,12,15,1:36.052,1:35.698,
353,1,7,18,13,15,1:36.082,1:35.858,
354,1,12,18,14,12,1:36.009,1:35.880,
355,1,20,18,15,12,1:36.213,1:35.974,
356,1,14,18,16,6,1:36.235,,
357,1,2,18,17,8,1:36.268,,
358,1,9,18,18,6,1:36.315,,
359,1,5,18,19,9,1:36.589,,
360,1,11,18,20,8,1:36.827,,
361,1,18,19,1,17,1:18.401,1:17.901,1:17.166
362,1,3,19,2,17,1:18.755,1:18.382,1:17.233
363,1,0,19,3,15,1:18.099,1:17.625,1:17.263
364,1,20,19,4,15,1:18.341,1:17.706,1:17.382
365,1,1,19,5,16,1:18.553,1:18.124,1:17.423
366,1,4,19,6,18,1:18.677,1:17.571,1:17.454
367,1,19,19,7,18,1:18.241,1:17.874,1:17.623
368,1,6,19,8,19,1:18.893,1:17.673,1:17.674
369,1,7,19,9,17,1:18.429,1:18.016,1:18.032
370,1,15,19,10,15,1:19.016,1:18.440,1:18.050
371,1,8,19,11,15,1:18.945,1:18.521,
372,1,14,19,12,12,1:18.969,1:18.524,
373,1,2,19,13,14,1:18.848,1:18.738,
374,1,9,19,14,12,1:18.828,1:19.147,
375,1,10,19,15,11,1:18.890,DNF,
376,1,17,19,16,6,1:19.080,,
377,1,12,19,17,9,1:19.163,,
378,1,5,19,18,9,1:19.227,,
379,1,16,19,19,6,1:21.554,,
380,1,11,19,20,6,DNF,,
381,1,0,20,1,18,1:10.436,1:10.162,1:10.727
382,1,18,20,2,18,1:10.472,1:10.303,1:11.021
383,1,5,20,3,16,1:10.551,1:10.375,1:11.344
384,1,2,20,4,18,1:10.557,1:10.237,1:11.387
385,1,4,20,5,21,1:10.604,1:10.266,1:11.469
386,1,6,20,6,21,1:10.340,1:10.316,1:11.590
387,1,16,20,7,13,1:10.623,1:10.021,1:11.987
388,1,3,20,8,20,1:10.624,1:10.254,1:11.989
389,1,1,20,9,17,1:10.668,1:10.219,1:12.321
390,1,19,20,10,15,1:10.519,1:10.330,DNF
391,1,14,20,11,15,1:10.475,1:10.547,
392,1,17,20,12,15,1:10.763,1:10.562,
393,1,8,20,13,14,1:10.793,1:10.567,
394,1,12,20,14,15,1:10.602,1:10.723,
395,1,9,20,15,15,1:10.621,1:10.840,
396,1,10,20,16,9,1:10.837,,
397,1,20,20,17,6,1:10.843,,
398,1,7,20,18,9,1:10.955,,
399,1,11,20,19,9,1:11.035,,
400,1,15,20,20,9,1:11.275,,
401,2,18,4,1,14,1:42.820,1:42.500,1:41.697
402,2,1,4,2,15,1:43.858,1:42.925,1:41.844
403,2,0,4,3,13,1:43.288,1:42.417,1:41.987
404,2,6,4,4,18,1:43.763,1:43.112,1:42.252
405,2,3,4,5,15,1:43.622,1:42.909,1:42.287
406,2,4,4,6,17,1:43.561,1:43.061,1:42.502
407,2,9,4,7,17,1:43.987,1:43.376,1:42.846
408,2,2,4,8,16,1:43.789,1:42.976,1:43.010
409,2,5,4,9,17,1:43.879,1:43.375,1:43.064
410,2,16,4,10,12,1:43.938,1:43.395,
411,2,19,4,11,12,1:44.179,1:43.427,
412,2,14,4,12,12,1:44.843,1:43.806,
413,2,17,4,13,11,1:44.433,1:44.088,
414,2,12,4,14,11,1:44.101,1:44.332,
415,2,11,4,15,6,1:44.042,,
416,2,15,4,16,6,1:45.177,,
417,2,7,4,17,6,1:45.352,,
418,2,10,4,18,6,1:45.436,,
419,2,8,4,19,3,1:46.951,,
420,2,13,4,20,6,1:48.180,,
421,2,0,9,1,23,1:06.236,1:05.371,1:04.440
422,2,1,9,2,23,1:06.924,1:05.836,1:04.933
423,2,16,9,3,23,1:06.723,1:05.699,1:05.010
424,2,14,9,4,23,1:06.548,1:06.091,1:05.084
425,2,3,9,5,18,1:06.187,1:05.434,1:05.136
426,2,18,9,6,23,1:07.061,1:05.673,1:05.245
427,2,2,9,7,24,1:06.611,1:05.759,1:05.258
428,2,5,9,8,24,1:06.569,1:05.914,1:05.347
429,2,17,9,9,24,1:06.840,1:05.604,1:05.366
430,2,12,9,10,23,1:06.629,1:05.730,1:05.912
431,2,9,9,11,18,1:06.892,1:06.152,
432,2,8,9,12,16,1:06.873,1:06.360,
433,2,10,9,13,18,1:06.896,1:06.369,
434,2,13,9,14,18,1:06.704,1:06.593,
435,2,6,9,15,10,1:06.653,,
436,2,15,9,16,9,1:07.062,,
437,2,19,9,17,10,1:07.106,,
438,2,4,9,18,9,1:07.282,,
439,2,7,9,19,9,1:07.291,,
440,2,11,9,20,10,1:07.426,,
441,2,0,12,1,14,1:58.135,1:55.200,1:49.056
442,2,19,12,2,14,2:00.056,1:56.392,1:49.067
443,2,3,12,3,14,1:59.414,1:56.557,1:49.081
444,2,18,12,4,14,1:59.575,1:56.265,1:49.251
445,2,16,12,5,16,2:00.436,1:56.828,1:49.389
446,2,8,12,6,15,2:00.032,1:56.137,1:49.700
447,2,4,12,7,16,1:58.939,1:55.823,1:49.900
448,2,1,12,8,14,1:59.362,1:55.878,1:49.961
449,2,17,12,9,15,1:59.884,1:57.051,1:50.494
450,2,6,12,10,13,2:00.475,1:57.393,1:55.742
451,2,20,12,11,10,2:00.177,1:57.687,
452,2,9,12,12,8,1:59.198,DNF,
453,2,11,12,13,10,2:00.031,DNF,
454,2,5,12,14,9,2:00.460,DNF,
455,2,2,12,15,6,1:59.038,DNS,
456,2,10,12,16,6,2:00.568,,
457,2,7,12,17,6,2:00.951,,
458,2,12,12,18,7,2:01.079,,
459,2,15,12,19,7,2:01.430,,
460,2,14,12,20,6,DNF,,
461,2,19,17,1,18,1:25.979,1:25.496,1:24.454
462,2,16,17,2,14,1:25.672,1:24.947,1:24.536
463,2,0,17,3,12,1:25.510,1:25.199,1:24.646
464,2,6,17,4,17,1:25.413,1:25.027,1:24.841
465,2,3,17,5,21,1:25.872,1:25.433,1:25.155
466,2,18,17,6,21,1:26.266,1:25.367,1:25.247
467,2,14,17,7,16,1:26.450,1:25.499,1:25.320
468,2,1,17,8,17,1:26.123,1:25.143,1:25.382
469,2,2,17,9,13,1:25.936,1:25.344,DNF
470,2,17,17,10,15,1:26.072,1:25.510,DNF
471,2,8,17,11,12,1:25.829,1:25.686,
472,2,4,17,12,14,1:26.424,1:25.962,
473,2,7,17,13,8,1:26.449,1:26.236,
474,2,21,17,14,12,1:26.202,1:26.584,
475,2,15,17,15,10,1:26.669,1:54.546,
476,2,5,17,16,8,1:26.849,,
477,2,9,17,17,6,1:26.862,,
478,2,10,17,18,6,1:26.926,,
479,2,12,17,19,5,1:27.438,,
480,2,11,17,20,7,2:05.741,,
481,2,0,18,1,11,1:35.997,1:35.181,1:34.538
482,2,18,18,2,14,1:35.999,1:35.386,1:34.593
483,2,4,18,3,12,1:36.393,1:35.887,1:34.607
484,2,16,18,4,15,1:36.499,1:35.594,1:34.639
485,2,19,18,5,15,1:36.703,1:35.753,1:34.894
486,2,3,18,6,14,1:36.268,1:35.542,1:34.939
487,2,1,18,7,14,1:36.347,1:35.718,1:35.041
488,2,6,18,8,12,1:36.281,1:35.847,1:35.199
489,2,9,18,9,12,1:36.230,1:35.947,1:35.366
490,2,8,18,10,12,1:36.595,1:35.785,1:35.897
491,2,20,18,11,9,1:36.737,1:35.978,
492,2,2,18,12,9,1:36.365,1:36.087,
493,2,17,18,13,9,1:36.372,1:36.137,
494,2,5,18,14,11,1:36.575,1:36.181,
495,2,15,18,15,11,1:36.554,1:36.182,
496,2,14,18,16,6,1:36.749,,
497,2,12,18,17,6,1:36.922,,
498,2,7,18,18,6,1:36.922,,
499,2,10,18,19,5,1:36.945,,
500,2,11,18,20,6,1:37.186,,
501,2,16,20,1,15,1:11.824,1:11.221,1:10.622
502,2,0,20,2,16,1:11.888,1:11.262,1:10.683
503,2,1,20,3,16,1:12.218,1:11.230,1:10.756
504,2,6,20,4,14,1:11.976,1:11.516,1:10.857
505,2,4,20,5,14,1:11.870,1:11.476,1:10.940
506,2,10,20,6,12,1:12.358,1:11.676,1:11.019
507,2,18,20,7,15,1:12.107,1:11.473,1:11.077
508,2,20,20,8,11,1:12.175,1:11.423,1:11.122
509,2,3,20,9,13,1:11.796,1:11.491,1:11.126
510,2,19,20,10,14,1:12.356,1:11.648,1:11.189
511,2,12,20,11,10,1:12.058,1:11.727,
512,2,14,20,12,10,1:12.136,1:11.752,
513,2,8,20,13,8,1:12.229,1:11.822,
514,2,7,20,14,8,1:12.303,1:11.872,
515,2,2,20,15,6,1:12.224,,
516,2,17,20,16,5,1:12.388,,
517,2,5,20,17,6,1:12.482,,
518,2,15,20,18,5,1:12.497,,
519,2,9,20,19,5,1:12.525,,
520,2,11,20,20,6,1:12.615,,
