Practice ID,Practice Type,Driver ID,Event ID,Position,Time,Laps Completed
445,2,16,3,8,1:20.176,20
446,2,14,3,9,1:20.194,19
447,2,8,3,10,1:20.206,12
448,2,10,3,11,1:20.220,18
449,2,7,3,12,1:20.312,22
450,2,4,3,13,1:20.323,17
451,2,19,3,14,1:20.380,24
452,2,15,3,15,1:20.470,22
453,2,5,3,16,1:20.579,15
454,2,13,3,17,1:20.600,8
455,2,9,3,18,1:21.182,18
456,2,12,3,19,1:21.266,18
457,2,0,5,1,1:27.930,23
458,2,3,5,2,1:28.315,26
459,2,18,5,3,1:28.398,20
460,2,1,5,4,1:28.419,24
461,2,2,5,5,1:28.660,25
462,2,16,5,6,1:28.741,24
463,2,4,5,7,1:28.858,23
464,2,5,5,8,1:28.930,23
465,2,17,5,9,1:28.937,25
466,2,9,5,10,1:29.046,26
467,2,8,5,11,1:29.098,22
468,2,12,5,12,1:29.171,22
469,2,15,5,13,1:29.181,27
470,2,7,5,14,1:29.189,26
471,2,6,5,15,1:29.216,21
472,2,19,5,16,1:29.339,24
473,2,14,5,17,1:29.393,22
474,2,10,5,18,1:29.613,25
475,2,13,5,19,1:29.928,25
476,2,11,5,20,1:30.038,27
477,2,0,6,1,1:12.462,30
478,2,18,6,2,1:12.527,33
479,2,3,6,3,1:12.569,22
480,2,2,6,4,1:12.682,32
481,2,16,6,5,1:12.906,18
482,2,4,6,6,1:12.960,29
483,2,1,6,7,1:12.991,30
484,2,7,6,8,1:13.050,33
485,2,8,6,9,1:13.089,28
486,2,17,6,10,1:13.162,30
487,2,5,6,11,1:13.185,31
488,2,6,6,12,1:13.191,32
489,2,15,6,13,1:13.354,32
490,2,12,6,14,1:13.457,28
491,2,14,6,15,1:13.520,33
492,2,10,6,16,1:13.641,22
493,2,13,6,17,1:13.663,34
494,2,19,6,18,1:13.673,30
495,2,9,6,19,1:14.217,10
496,2,11,6,20,1:14.238,33
497,2,0,7,1,1:13.907,34
498,2,2,7,2,1:14.077,30
499,2,14,7,3,1:14.177,31
500,2,1,7,4,1:14.219,30
501,2,17,7,5,1:14.242,30
502,2,18,7,6,1:14.246,32
503,2,3,7,7,1:14.274,32
504,2,6,7,8,1:14.392,31
505,2,7,7,9,1:14.448,32
506,2,8,7,10,1:14.457,29
507,2,4,7,11,1:14.549,31
508,2,19,7,12,1:14.583,30
509,2,15,7,13,1:14.585,29
510,2,16,7,14,1:14.694,30
511,2,12,7,15,1:14.713,24
512,2,13,7,16,1:14.785,33
513,2,10,7,17,1:14.840,34
514,2,5,7,18,1:15.010,31
515,2,9,7,19,1:15.056,32
516,2,11,7,20,1:15.415,33
517,2,4,8,1,1:13.718,30
518,2,6,8,2,1:13.745,31
519,2,3,8,3,1:13.844,39
520,2,2,8,4,1:14.044,38
521,2,18,8,5,1:14.094,38
522,2,0,8,6,1:14.142,34
523,2,7,8,7,1:14.220,40
524,2,1,8,8,1:14.250,29
525,2,5,8,9,1:14.419,31
526,2,8,8,10,1:14.477,39
527,2,19,8,11,1:14.533,38
528,2,12,8,12,1:14.544,36
529,2,16,8,13,1:14.617,40
530,2,15,8,14,1:14.811,37
531,2,10,8,15,1:14.941,43
532,2,13,8,16,1:15.002,38
533,2,9,8,17,1:15.003,33
534,2,17,8,18,1:15.092,17
535,2,11,8,19,1:15.426,38
536,2,14,8,20,1:16.369,11
537,2,0,10,1,1:28.078,27
538,2,3,10,2,1:28.100,29
539,2,9,10,3,1:28.296,30
540,2,1,10,4,1:28.342,30
541,2,11,10,5,1:28.766,29
542,2,5,10,6,1:28.866,30
543,2,14,10,7,1:28.880,28
544,2,8,10,8,1:28.889,27
545,2,19,10,9,1:28.926,29
546,2,2,10,10,1:29.134,26
547,2,15,10,11,1:29.225,28
548,2,6,10,12,1:29.238,25
549,2,17,10,13,1:29.242,24
550,2,16,10,14,1:29.260,24
551,2,4,10,15,1:29.283,24
552,2,7,10,16,1:29.378,28
553,2,12,10,17,1:29.439,20
554,2,10,10,18,1:29.483,25
555,2,13,10,19,1:29.571,29
556,2,18,11,1,1:17.686,20
557,2,16,11,2,1:17.701,30
558,2,8,11,3,1:17.918,26
559,2,10,11,4,1:17.934,31
560,2,17,11,5,1:18.045,30
561,2,14,11,6,1:18.058,29
562,2,7,11,7,1:18.085,29
563,2,2,11,8,1:18.105,32
564,2,15,11,9,1:18.108,31
565,2,3,11,10,1:18.182,20
566,2,0,11,11,1:18.279,18
567,2,5,11,12,1:18.319,33
568,2,9,11,13,1:18.377,32
569,2,20,11,14,1:18.385,30
570,2,12,11,15,1:18.504,27
571,2,4,11,16,1:18.746,28
572,2,11,11,17,1:18.836,30
573,2,1,11,18,1:18.978,14
574,2,19,11,19,1:19.117,18
575,2,6,11,20,1:19.175,23
576,2,16,13,1,1:11.330,30
577,2,0,13,2,1:11.353,26
578,2,9,13,3,1:11.599,31
579,2,4,13,4,1:11.638,27
580,2,10,13,5,1:11.720,31
581,2,8,13,6,1:11.766,30
582,2,1,13,7,1:11.817,29
583,2,5,13,8,1:11.835,31
584,2,7,13,9,1:11.857,31
585,2,2,13,10,1:11.863,31
586,2,18,13,11,1:11.915,30
587,2,11,13,12,1:11.934,32
588,2,17,13,13,1:12.001,30
589,2,6,13,14,1:12.009,28
590,2,15,13,15,1:12.074,30
591,2,3,13,16,1:12.093,31
592,2,12,13,17,1:12.404,28
593,2,14,13,18,1:12.693,31
594,2,19,13,19,1:12.901,6
595,2,20,13,20,1:13.096,7
596,2,3,14,1,1:21.355,23
597,2,16,14,2,1:21.374,20
598,2,1,14,3,1:21.540,17
599,2,19,14,4,1:21.545,21
600,2,0,14,5,1:21.631,20
601,2,18,14,6,1:21.716,23
602,2,9,14,7,1:21.979,19
603,2,2,14,8,1:22.071,16
604,2,6,14,9,1:22.176,20
605,2,14,14,10,1:22.291,19
606,2,12,14,11,1:22.574,21
607,2,7,14,12,1:22.595,19
608,2,8,14,13,1:22.651,22
609,2,10,14,14,1:22.696,23
610,2,17,14,15,1:22.716,22
611,2,11,14,16,1:22.755,24
612,2,4,14,17,1:22.783,23
613,2,21,14,18,1:23.167,23
614,2,15,14,19,1:23.346,20
615,2,5,14,20,,2
616,2,3,15,1,1:32.120,26
617,2,18,15,2,1:32.138,27
618,2,6,15,3,1:32.355,25
619,2,2,15,4,1:32.478,25
620,2,4,15,5,1:32.585,23
621,2,16,15,6,1:32.711,23
622,2,1,15,7,1:32.812,23
623,2,0,15,8,1:32.852,23
624,2,12,15,9,1:33.017,25
625,2,7,15,10,1:33.105,24
626,2,14,15,11,1:33.139,22
627,2,21,15,12,1:33.285,27
628,2,17,15,13,1:33.361,25
629,2,5,15,14,1:33.390,25
630,2,19,15,15,1:33.461,23
631,2,10,15,16,1:33.477,27
632,2,15,15,17,1:33.575,25
633,2,8,15,18,1:33.824,24
634,2,11,15,19,1:34.327,28
635,2,9,15,20,1:35.558,5
636,2,0,16,1,1:30.688,19
637,2,18,16,2,1:31.008,23
638,2,16,16,3,1:31.152,22
639,2,3,16,4,1:31.237,22
640,2,6,16,5,1:31.328,22
641,2,2,16,6,1:31.492,22
642,2,9,16,7,1:31.555,23
643,2,19,16,8,1:31.662,22
644,2,1,16,9,1:31.710,24
645,2,7,16,10,1:31.739,22
646,2,5,16,11,1:31.771,22
647,2,17,16,12,1:31.794,22
648,2,14,16,13,1:31.797,24
649,2,4,16,14,1:31.829,21
650,2,21,16,15,1:32.141,23
651,2,15,16,16,1:32.165,16
652,2,12,16,17,1:32.169,23
653,2,10,16,18,1:32.178,26
654,2,8,16,19,1:32.179,22
655,2,11,16,20,1:32.320,25
656,2,0,19,1,1:18.686,26
657,2,16,19,2,1:18.805,31
658,2,18,19,3,1:18.952,33
659,2,7,19,4,1:18.955,33
660,2,1,19,5,1:18.988,29
661,2,20,19,6,1:19.002,31
662,2,4,19,7,1:19.024,30
663,2,17,19,8,1:19.077,29
664,2,19,19,9,1:19.163,31
665,2,6,19,10,1:19.227,31
666,2,3,19,11,1:19.257,34
667,2,10,19,12,1:19.290,34
668,2,15,19,13,1:19.415,27
669,2,9,19,14,1:19.446,23
670,2,14,19,15,1:19.535,29
671,2,8,19,16,1:19.642,29
672,2,11,19,17,1:19.900,26
673,2,5,19,18,1:20.075,17
674,2,12,19,19,1:20.112,30
675,2,2,19,20,1:20.426,30
676,3,2,1,1,1:32.340,13
677,3,0,1,2,1:32.345,13
678,3,1,1,3,1:32.446,12
679,3,4,1,4,1:32.555,17
680,3,18,1,5,1:32.624,21
681,3,6,1,6,1:32.731,17
682,3,5,1,7,1:32.919,16
683,3,3,1,8,1:32.945,21
684,3,19,1,9,1:33.045,12
685,3,8,1,10,1:33.064,13
686,3,17,1,11,1:33.116,16
687,3,15,1,12,1:33.180,13
688,3,16,1,13,1:33.202,16
689,3,12,1,14,1:33.381,21
690,3,14,1,15,1:33.423,23
691,3,10,1,16,1:33.475,15
692,3,7,1,17,1:33.629,14
693,3,11,1,18,1:33.665,15
694,3,9,1,19,1:33.882,15
695,3,13,1,20,1:34.082,18
696,3,0,2,1,1:28.485,20
697,3,1,2,2,1:29.098,15
698,3,2,2,3,1:29.483,21
699,3,5,2,4,1:29.509,21
700,3,4,2,5,1:29.568,18
701,3,18,2,6,1:29.588,16
702,3,16,2,7,1:29.690,18
703,3,19,2,8,1:29.698,23
704,3,8,2,9,1:29.701,19
705,3,3,2,10,1:29.761,16
706,3,6,2,11,1:29.811,19
707,3,15,2,12,1:29.917,21
708,3,14,2,13,1:29.933,19
709,3,17,2,14,1:29.953,19
710,3,9,2,15,1:29.983,18
711,3,11,2,16,1:30.035,18
712,3,12,2,17,1:30.131,15
713,3,7,2,18,1:30.317,20
714,3,10,2,19,1:30.797,20
715,3,0,3,1,1:17.565,24
716,3,2,3,2,1:17.727,26
717,3,17,3,3,1:17.938,23
718,3,6,3,4,1:17.955,23
719,3,8,3,5,1:18.094,23
720,3,1,3,6,1:18.123,18
721,3,3,3,7,1:18.127,29
722,3,4,3,8,1:18.138,25
723,3,5,3,9,1:18.198,22
724,3,15,3,10,1:18.330,20
725,3,14,3,11,1:18.410,24
726,3,9,3,12,1:18.553,21
727,3,18,3,13,1:18.691,28
728,3,19,3,14,1:18.713,21
729,3,7,3,15,1:18.809,24
730,3,10,3,16,1:18.901,22
731,3,11,3,17,1:18.947,20
732,3,12,3,18,1:19.056,26
733,3,13,3,19,1:19.092,23
734,3,16,3,20,1:19.146,12
735,3,0,5,1,1:27.535,18
736,3,18,5,2,1:27.941,26
737,3,1,5,3,1:28.050,22
738,3,3,5,4,1:28.125,27
739,3,17,5,5,1:28.407,25
740,3,8,5,6,1:28.428,24
741,3,7,5,7,1:28.456,19
742,3,14,5,8,1:28.497,16
743,3,9,5,9,1:28.561,20
744,3,6,5,10,1:28.606,20
745,3,12,5,11,1:28.607,14
746,3,2,5,12,1:28.618,24
747,3,4,5,13,1:28.718,23
748,3,5,5,14,1:28.723,24
749,3,15,5,15,1:29.074,19
750,3,10,5,16,1:29.179,20
751,3,11,5,17,1:29.264,20
752,3,19,5,18,1:29.375,18
753,3,16,5,19,1:29.401,18
754,3,13,5,20,1:29.447,22
755,3,0,6,1,1:12.776,19
756,3,1,6,2,1:12.849,24
757,3,5,6,3,1:12.942,20
758,3,3,6,4,1:13.261,20
759,3,16,6,5,1:13.396,21
760,3,8,6,6,1:13.453,24
761,3,18,6,7,1:13.475,19
762,3,4,6,8,1:13.486,17
763,3,17,6,9,1:13.496,18
764,3,7,6,10,1:13.521,20
765,3,6,6,11,1:13.590,18
766,3,12,6,12,1:13.624,13
767,3,14,6,13,1:13.650,16
768,3,2,6,14,1:13.697,18
769,3,10,6,15,1:13.738,21
770,3,15,6,16,1:13.772,20
771,3,11,6,17,1:13.851,19
772,3,9,6,18,1:13.930,23
773,3,19,6,19,1:13.998,18
774,3,13,6,20,1:14.187,24
775,3,0,7,1,1:13.664,14
776,3,1,7,2,1:13.914,14
777,3,4,7,3,1:14.072,9
778,3,3,7,4,1:14.240,20
779,3,2,7,5,1:14.264,14
